Word	Count
archeological	15
aromatherapy	16
arses	16
artistically	14
ascent	16
assassinating	15
assertion	14
assimilated	21
astonishment	14
astrologer	14
augment	19
backless	15
backlog	17
backwash	14
barbies	17
barnacle	32
baseless	17
bathrobes	18
beanstalk	18
bearskin	21
beaujolais	25
beauteous	14
bejesus	14
bellyache	15
benders	17
besmirch	15
betrayer	19
bewitching	15
bilingual	19
biochemist	21
biometric	16
birdseed	18
blackened	16
blackguard	18
blanc	39
blazed	17
bleeping	21
blesses	18
blighter	17
blissfully	14
blitzkrieg	16
bloodsucker	18
bloodsuckers	15
bluebirds	26
boatman	30
bogeys	28
bondsman	26
bongos	16
bookshelves	16
boomer	124
borg	75
boroughs	14
bouncers	19
braced	14
braided	18
breakout	16
broncos	20
bulletins	17
burgess	49
bursitis	22
buttock	17
buzzers	15
caddie	36
cadence	15
calico	16
camilla	49
camino	24
camouflaged	14
cappuccinos	19
caprice	37
carburettor	20
caribou	15
carjacked	16
cartels	23
carvings	16
catalogued	15
catched	20
caterpillars	18
caveat	17
centipede	22
chaise	15
chapeau	15
chapin	29
chives	15
choker	15
choreographed	18
chucking	15
churchyard	16
churned	18
circuses	16
classier	14
claymore	35
clearwater	24
clerking	15
cleverer	14
clutched	14
cockney	18
commencement	15
commendations	14
commuted	18
compensations	17
complexities	14
complying	14
concoct	14
condensation	17
conditional	16
confining	18
contradicting	15
contributors	16
convalescent	17
cornucopia	15
counsellors	17
counterproductive	14
couture	16
cowering	14
cowhand	21
craved	16
creases	16
creators	23
crepes	18
criminology	15
criticisms	16
crosstown	17
crucifying	16
cruddy	15
cumulus	15
cusp	14
cutback	17
dabbling	14
dag	31
darndest	16
dealerships	18
debutantes	16
deciphered	14
decrees	17
deductive	18
deign	16
delve	14
demotion	16
denials	15
departures	16
derives	14
desecrated	17
desi	21
developers	25
devising	14
diagnoses	17
diatribe	14
dinar	18
diorama	20
dirtied	15
disabilities	15
disapproving	15
disarray	17
disembark	18
dislocation	15
disparaged	15
dispel	14
dispensary	21
dispensation	18
displace	21
distorting	14
distortions	31
dividend	19
doorknobs	16
dotes	15
dragnet	18
drugstores	16
drummers	19
drumsticks	17
duller	14
dumpy	14
dutiful	15
eardrum	15
earlobes	15
easel	14
ecology	15
effeminate	15
eggheads	19
eggshells	15
elks	18
elongated	16
embellish	15
emphatic	15
employing	14
encampment	16
enchiladas	17
encountering	14
endearment	14
engrave	15
enhances	15
enrich	14
entertains	14
entombed	14
entrees	34
enveloped	17
environmentalists	15
eroding	19
estimating	15
euphemisms	14
everyman	24
evidences	16
excesses	15
excludes	14
expended	14
expenditures	16
exquisitely	14
exxon	16
factoring	14
failings	15
falk	39
falsifying	15
felonious	14
fertilized	17
fervor	15
fie	34
figaro	52
finery	14
fireballs	20
firebird	28
flabbergasted	15
flexing	16
flirtatious	14
flophouse	17
flores	43
floundering	15
flowering	14
fluctuation	17
foggiest	14
foretell	16
formative	15
foundry	21
fritter	15
gad	26
gaffer	17
gaily	19
gallantly	14
galls	15
galoot	15
garb	16
gawky	14
geneticist	19
gimpy	19
glittering	16
godly	15
gospels	23
gov	20
gramercy	24
gratified	15
greenhorn	17
gregor	53
grout	19
guppy	18
hags	14
hairpins	22
hales	30
hangings	18
hangnail	15
harms	14
hassled	14
hayward	29
headband	21
headman	15
heep	35
heirlooms	16
helix	20
hemmed	15
hemorrhagic	18
herded	15
heroically	14
hickeys	17
hilly	62
hindered	14
hindrance	14
hing	73
hissy	18
hitchhiked	19
hollowed	14
honeycomb	20
honeymooners	15
hooded	15
horsy	19
hosing	14
hothouse	16
housekeepers	17
hunks	18
hydrochloric	15
hyped	16
hypnotism	15
icons	14
igloo	15
imitated	14
impacts	18
impale	17
impeccably	15
imperfection	15
indelible	14
indiscriminately	14
indoctrination	15
infidels	22
infirm	15
informational	14
ingestion	15
ingratitude	14
innovations	15
inserts	16
insinuation	15
installments	18
interned	16
interplanetary	14
intersect	16
introspective	15
invader	28
invigorating	15
involuntarily	17
isaiah	74
italians	19
jacko	18
javelin	24
jays	15
jeffersonian	33
jellies	18
jewelers	21
jitterbug	19
jobless	17
jus	23
kern	58
keyholes	15
kickback	15
kickboxing	22
kike	22
kiln	19
kinfolk	18
kiosk	23
knackered	19
knave	19
knockdown	18
koala	31
kodiak	58
kumquat	24
landscaper	19
lapels	22
lat	33
lawyering	14
leadin	19
lei	37
leprechauns	37
lettering	23
lighters	14
likin	16
limeys	17
linguistics	25
liquors	16
lockjaw	14
logistical	14
loners	16
loosing	14
lorry	61
lothario	14
lubricated	18
lummox	14
lustrous	15
lysol	15
macaroons	22
manana	18
mangle	14
mariner	22
marketable	14
massing	18
matchmaking	15
mau	48
mavis	89
melee	14
mensa	15
methodically	14
middlemen	14
militarily	15
milkmaid	19
milkshakes	17
minotaur	25
mir	17
misconstrued	15
miseries	15
misfortunes	15
misinformation	14
misrepresented	14
mistreat	15
mites	19
mobilizing	15
mohawk	24
molestation	18
molto	50
moneys	20
monos	16
monterey	51
montezuma	16
motoring	16
mountainside	14
mourns	15
muller	75
multimedia	28
mustangs	37
mustered	19
mutating	14
muumuu	15
myocardial	15
nance	37
nastier	14
navigating	14
neatest	15
necrophilia	16
nestle	20
newfangled	15
newsman	20
newsmen	15
newtons	20
nite	47
nomine	16
nonprofit	16
nordic	17
novocain	15
nudging	15
nuked	14
numerical	20
occasioned	14
occurrences	14
odorless	14
ogling	14
okeydoke	17
omnipotent	19
omniscient	17
opal	52
operandi	19
operatic	14
optimal	15
orchestrate	14
ores	20
organising	14
organizes	15
orphanages	15
outclassed	14
outthink	14
ouzo	18
overheat	18
overnights	16
overstayed	14
overwhelmingly	15
paced	14
pageants	27
paleontology	21
pallbearers	16
pallet	21
paragon	15
pard	53
parlance	15
passable	14
passover	48
patchouli	24
patrolled	14
pecked	16
peckerwood	19
peckish	14
peeler	15
perils	17
persisted	14
petulant	16
pg	49
philanthropic	16
piecing	14
pitchforks	14
pitfalls	14
pivot	23
plentiful	15
ply	16
poco	38
pocus	18
polling	20
pompoms	16
popes	15
popper	20
populace	16
porpoise	18
portraying	17
postscript	16
prawn	26
preamble	16
precede	14
preclude	15
precludes	15
preparatory	15
pretences	16
previews	14
preyed	15
primaries	19
processors	15
proms	15
pronouns	14
protestants	15
provolone	80
psi	24
psychotics	16
pterodactyl	20
publishes	18
puncher	16
purview	16
pyre	15
quotient	17
radiologist	20
rainfall	17
rambunctious	14
ratios	14
rattrap	17
raunchy	18
rayon	16
rebate	16
rebuke	15
recast	16
receptors	30
reckons	28
reconsidering	16
recruiters	18
redefine	15
reentry	37
reflux	18
reformatory	18
refueling	20
regiments	17
reinforces	14
reinforcing	14
remodeled	14
reptilian	16
requiem	19
requisitioned	15
rereading	15
researches	17
resembled	16
restructuring	18
retinas	15
retrograde	17
revising	14
ridley	96
rifleman	27
rorschach	15
roughhouse	14
roughneck	32
rowan	86
saith	15
salesperson	17
salvo	19
sampler	16
sanctified	20
sarcophagus	31
sassafras	32
savagery	14
scabs	16
scald	14
scaly	16
scot	16
scotches	19
scrying	20
seconal	14
secretarial	16
seepage	17
seesaw	22
sequined	14
serotonin	16
setter	19
sews	16
shamefully	14
shards	19
sharps	19
shaver	24
shetland	15
shipyards	18
shoplift	17
shortwave	20
showy	15
shrubs	16
sierras	17
sizeable	16
skulk	15
slasher	23
slats	20
slaw	17
slung	16
snakebite	16
snakeskin	35
snarls	17
sniffer	17
snit	14
snuggled	16
sobers	14
sociopathic	14
somalia	16
sombrero	14
sorceress	18
sorrel	21
soused	15
spacey	26
spalding	20
sparklers	17
spiller	47
spliced	16
splutters	14
spooning	20
sportswear	19
squalor	15
squaws	20
stafford	81
stagnant	14
stairwells	16
staph	25
starched	14
startup	14
stasis	19
steamship	24
steely	14
stillborn	15
stoker	87
storehouse	16
storeys	16
stowaways	25
striding	14
subcutaneous	14
subsided	14
subtitling	14
sullied	15
summerhouse	22
sumptuous	16
sunstroke	15
supervisory	16
supposition	16
surging	17
surpasses	16
surveyed	15
swarthy	20
swatch	18
sweetwater	72
switcheroo	15
synthesis	15
tackles	15
tactless	14
tadpole	30
tadpoles	28
tamara	55
tangy	17
tarred	15
tartarus	34
taupe	35
teal	26
teat	16
telekinesis	21
telescopes	24
tenacity	14
tenderfoot	25
tester	17
thermometers	14
thespian	17
thievery	14
thrush	19
thunderbolts	17
tigress	14
tippy	27
tiptop	14
tirelessly	14
titillating	14
titrate	16
tomboy	15
tonsil	18
transgressions	16
translations	22
trashcan	19
trimmer	15
tripoli	19
trove	17
tuppence	22
unauthorised	17
uncontrolled	15
undermined	14
undershirt	15
undeveloped	14
unescorted	17
unify	14
unilaterally	15
unimaginative	15
unimpressed	16
uninformed	15
uniting	15
unleashing	17
unquestionably	14
unrecognizable	14
unveiled	14
unwitting	14
upping	14
uprooted	14
upwind	18
uterine	18
vacuous	16
valets	20
validated	14
vandalizing	15
vassal	38
vd	17
venal	15
venerable	14
venezuelan	15
vestibule	20
vibrates	15
vichy	35
victimless	19
vise	20
volition	15
vying	14
waging	14
waistline	23
wands	18
warlike	14
warring	15
wasabi	15
washcloth	19
washers	17
wastepaper	16
watchdogs	18
wavelengths	17
weaves	16
wedges	17
weller	37
whippoorwill	27
widening	14
wielding	14
wigging	19
wiggy	31
wisecrack	14
wizardry	20
wolverine	32
woodrow	18
wracked	17
wrenches	15
wretches	15
wrung	14
wussy	19
yearns	15
yech	14
zealous	15
zoology	17
abductees	18
abducting	16
abductor	18
aberrant	15
aboveboard	14
accelerant	28
accompanies	13
accompaniment	15
accredited	16
accumulation	13
admiralty	34
aesthetics	15
affiliations	14
aggie	106
aimless	14
airship	30
alamos	17
albania	34
alfonso	44
algerian	21
allegro	26
alms	25
alternator	18
ambiguity	14
amphetamine	15
anarchists	16
anastomosis	17
anesthetize	14
angioplasty	16
anguished	13
antiquity	14
antler	15
antwerp	28
aperture	14
apricots	14
arcane	21
arising	16
arthritic	13
ascertained	14
asserting	14
assuring	14
astonishingly	13
auctioning	14
avast	20
averaging	14
awkwardly	13
azaleas	18
backache	13
backfires	14
backstreet	14
backstroke	14
baggies	13
bai	68
bakers	27
barbarism	15
barbary	17
barbecuing	15
barfed	14
barnaby	120
baroque	16
barrows	18
barstool	14
beamer	16
beet	14
belfry	13
berate	13
bereft	15
berkowitz	19
besieged	13
bicep	16
bigamy	26
bighorn	24
bilious	14
biotech	16
bitters	18
blackest	16
blather	14
blends	14
blighters	14
blindfolds	14
blockers	16
blushes	13
boggle	19
boing	19
boodle	23
booed	18
bookmark	21
bootlegging	16
bordello	16
botanist	14
bottling	38
boycotting	14
br	20
breathable	14
britannia	23
broil	15
broiled	13
bromo	17
broomsticks	15
brunswick	14
bulgarian	14
burbs	17
butane	15
buttering	14
buttery	17
byproduct	13
cackle	15
calgary	22
cambodian	16
candied	14
candour	15
canines	13
capita	15
carbine	15
carbonated	15
carfare	16
caricature	15
carnivores	14
cataloguing	13
catapults	14
catechism	15
cavorting	16
cellphones	15
centerpieces	15
chablis	25
chakra	18
chartreuse	27
chauffeurs	14
chauvinistic	15
chekhov	13
chesapeake	14
chessboard	17
chia	40
chipmunks	19
chitlins	24
chomping	14
choppy	13
cilantro	24
claptrap	14
cleaves	47
clergyman	17
clicker	21
climbers	19
clubbed	13
clumsiness	15
cobras	20
coffeemaker	19
coincides	13
collaborators	13
collapsible	13
collusion	15
comanches	25
comas	16
combatants	14
commandeering	16
commode	15
compilation	14
complacency	14
complainant	16
composure	15
compresses	16
compunction	13
condolence	17
conferring	16
confrontational	14
conner	46
connotation	14
consoled	13
continual	16
contour	14
contradicts	13
contributor	18
convoluted	14
copernicus	34
corroded	13
cottonwood	15
coveting	15
cp	28
crandall	57
crawlspace	13
cred	15
cricoid	14
crip	14
criticise	15
criticizes	14
croft	50
crone	22
crosswords	14
crucifixes	18
crystalline	16
culvert	19
cursory	15
dachshund	18
dais	14
danged	14
darby	53
dateline	17
deary	19
debby	71
decorators	14
deepen	13
defecate	15
deficiencies	13
defile	17
degenerated	19
demoralizing	14
demos	16
denouncing	14
depots	14
depresses	13
desdemona	47
dex	80
diddling	21
didst	17
dilettante	13
disadvantages	16
disgracing	13
dishing	13
dishonour	23
dishwashing	17
disillusionment	14
dislodge	13
dislodged	15
disproportionate	13
disputing	13
disrobe	14
disrupts	13
dissatisfaction	14
dissension	14
dissimilar	13
distaste	13
diversify	15
dodd	53
dogface	24
doily	15
domesticity	14
donnas	15
doorbells	15
doorstop	13
doting	13
downsizing	13
drumroll	16
duality	14
duelling	26
dullard	21
dwindling	13
earthbound	16
elated	14
electrically	22
elegantly	13
eluding	13
elysian	19
embodies	13
enclose	17
energize	20
energizer	13
engorged	15
engulfed	14
enhancing	21
enmity	16
enormity	13
epicenter	16
erupting	13
erupts	13
esprit	14
establishments	14
ethanol	15
euclid	23
evaporating	16
evildoers	21
excavated	14
excepted	14
excitedly	14
execs	13
exhumation	22
expedient	22
expeditionary	15
expenditure	14
extradite	13
eyelid	17
fabricating	13
facet	13
facilitator	16
fairbanks	74
faiths	13
fam	19
familial	13
fared	14
fawning	13
feuding	19
figurehead	14
filii	15
fingerprinting	16
fireplaces	18
flaked	14
flapjacks	18
flatware	16
fleets	18
flings	13
flog	15
floorboard	13
flunkies	13
fondest	13
forage	16
foraging	14
forked	14
formica	16
foulest	13
fragmented	13
frequented	13
fresco	17
frighteningly	13
fringes	14
frocks	14
frustrate	14
fuji	19
functioned	16
funnily	13
furiously	13
furtive	16
gait	16
gamut	13
gangly	14
gargoyles	22
gated	13
gawk	16
gayer	15
geographically	13
glimpsed	14
glowed	15
goblet	19
godliness	17
goethe	18
goobers	26
gossips	13
gotham	111
governs	15
grandad	20
grandpapa	34
graphs	16
grasped	20
grecian	18
grift	23
grimace	17
grins	13
grumbling	13
guidebooks	15
gulps	13
guzzling	16
gynaecologist	21
halitosis	13
handel	21
headboard	15
headlining	16
heaped	13
hebrews	25
heinies	15
heparin	21
herder	38
herding	17
heretics	18
hermaphrodite	15
hernias	14
heron	14
highfalutin	14
hippocrates	15
holla	17
homophobia	14
honeymoons	13
honked	16
hopscotch	15
hovercraft	26
howled	13
humerus	14
hunched	13
hungrier	13
hunker	17
hurst	26
hypo	16
hypoglycemic	13
ignites	13
ilk	14
impeach	21
impersonated	13
implicit	15
implosion	38
impressionist	15
incantations	15
indecency	13
indentured	14
indistinguishable	14
industrialists	14
inertial	16
inescapable	14
infertile	14
influx	13
infused	13
ingenue	15
ingrained	13
ingrown	17
injuring	13
inserting	14
instantaneously	13
instill	14
insubstantial	18
interactions	13
intercepts	17
internist	14
interpersonal	14
interrupts	13
inverse	14
irises	13
ironies	13
irrefutable	13
ive	37
jaundice	14
jemima	22
jeweller	17
jinks	14
joystick	15
judah	117
juiced	13
jujitsu	16
jumpsuits	17
kahuna	107
kerb	18
kerchief	19
keystone	18
kippers	19
kippur	17
knell	14
kowtow	15
krypton	35
labeling	13
labia	14
ladybug	20
lager	25
lagging	13
lancers	28
lao	68
laos	29
lapses	13
laptops	14
latinos	18
legislative	14
lengthwise	15
leviathan	29
liberally	17
liberator	19
limericks	15
litigious	13
liverwurst	21
loaner	16
locale	16
lockbox	16
lovelies	13
lucidity	14
lunchroom	17
lute	19
madcap	16
majesties	22
manchuria	18
mandated	13
marcello	94
marginalized	13
marshes	27
mastering	13
masterminded	13
mathematically	15
maximus	17
mechanized	14
meddled	15
mediation	24
mediator	15
mediums	18
medulla	16
medusa	53
megaphone	15
melanoma	19
merle	36
merv	26
mescal	28
metaphorical	14
meteorological	14
methamphetamine	16
methuselah	15
microprocessor	19
midshipman	37
mille	35
millisecond	13
minnows	16
minted	13
minuet	15
minuscule	13
minutemen	28
mired	13
misgivings	14
misjudge	13
misquoted	14
misreading	15
misspoke	13
mixers	17
moaned	14
moccasins	15
molars	16
molehill	15
moneybags	13
monogram	14
monologues	19
monopolize	14
mont	41
mooned	13
mops	21
mortally	14
motivator	13
motorized	15
moulin	21
mouthed	16
multiples	15
multiplication	14
munching	14
munchkins	34
mussed	16
mystics	27
narco	16
narrowly	13
nee	24
needlework	14
negatory	14
nestor	54
neverland	31
newborns	13
newfoundland	24
nitrates	19
nomadic	15
nonfiction	20
nonsensical	13
normality	17
norse	78
northeastern	16
nostradamus	14
noting	13
nuances	14
nubian	24
obstetrician	13
og	32
ogle	19
okie	18
omit	14
onlookers	17
opportune	14
optometrist	14
orbed	23
orchestrating	13
organist	20
originating	14
ottawa	21
outflank	14
outgunned	15
outpouring	13
outweighs	13
ovary	26
overbite	17
overconfident	13
overestimating	13
overland	14
overstep	14
overt	14
oxymoron	14
pacifier	20
pagans	16
paisan	20
palatable	13
paperboy	22
parachuting	16
parte	15
partnerships	14
passe	14
patriarch	16
patriarchal	14
patronized	13
paupers	13
pauses	16
pavlov	20
pericardium	15
periphery	16
perpetually	13
perplexing	13
persecuting	13
personalize	15
pessimism	15
pesticide	18
phalanges	17
phallic	15
phosphate	22
phrased	15
phrasing	13
physicality	13
physicals	16
pigment	15
pilate	24
pillbox	25
pimped	13
pistachios	15
pities	14
plagiarism	18
plantations	21
platelets	18
polecat	15
poppies	17
porous	15
porters	42
portside	19
pos	16
posies	15
postwar	15
prattling	16
precipitation	15
predisposed	14
preempt	13
preferential	20
prerequisite	13
pres	19
presenter	20
preserver	14
pricing	14
prided	13
prizefighter	16
prob	13
proclaims	13
profiled	13
progresses	14
prominence	16
prompts	14
prophesies	15
prophesy	13
protagonist	15
psalms	18
pseudo	15
puerile	14
pulleys	13
pulseless	18
puritanical	13
puritans	16
quaking	14
qualification	13
quicken	14
quicksilver	16
quintessential	15
rafts	15
ragtime	31
ramps	21
ramrod	22
ransack	14
rathole	17
ratified	14
rationalization	15
ratting	15
reachable	13
realign	14
realises	13
recaptured	14
reclamation	19
recompense	13
reconnected	13
rectory	27
recurrence	15
recuse	15
redial	13
redskin	13
reenact	16
refining	13
refocus	13
reforms	16
regulatory	14
reliance	14
reloading	13
remorseful	16
renovate	13
repaying	16
repeater	14
reproducing	13
resourcefulness	13
restricting	13
restrictive	14
restructure	13
resupply	18
retention	14
retrospective	15
reversible	15
revisions	19
rf	15
rhymed	15
ringers	27
rioters	15
ripen	14
rivet	17
rosario	32
rotgut	14
roughshod	14
rowed	14
rs	20
rubles	16
ruff	27
runways	17
rustler	25
sabe	14
saboteurs	15
sagebrush	15
saluted	14
sambo	20
satisfactorily	13
sawbuck	20
saxons	65
sc	17
schiller	40
schnook	17
sciatica	13
scullery	21
scythe	16
seashell	16
seduces	17
selects	13
selflessness	15
sexless	13
shamrock	14
shanked	14
shazam	14
sheepskin	14
shirtless	14
shiva	25
shopkeepers	13
shoplifted	14
shorting	17
showmanship	14
shrub	14
shuddering	13
sickbay	20
sidekicks	26
signorina	30
signpost	16
sillier	16
singularity	65
sitar	13
skewer	21
skillfully	14
skinnier	14
slavin	20
slitting	13
slurring	16
smouldering	15
sneezy	15
snicker	15
sniffle	13
snookums	14
snoozing	14
sociological	14
soiling	13
solarium	22
solidly	13
solver	14
somersaults	13
sop	14
sorbet	14
sourdough	17
southerners	20
southwestern	16
sparking	18
spats	39
specks	14
spenders	13
spiro	25
sporadic	14
sprouted	13
sprouting	13
squandering	14
squiggly	16
staggers	14
staining	14
stammer	14
stammering	14
statewide	15
steno	13
stepsister	17
stoplight	16
straights	26
streamline	26
stretchy	19
stringer	15
stroked	14
stunningly	13
stutters	15
stymied	14
subbing	13
submachine	15
subspace	27
sugary	15
sulfuric	18
sundry	13
surefire	13
surfed	21
surrey	25
sutter	90
swanky	13
swatches	26
synchronization	13
synopsis	14
tachycardia	16
tal	37
talkie	16
tania	30
tantalizing	15
taro	22
taters	19
tats	13
tattooing	15
teaspoons	17
teats	19
tedium	13
telekinetic	13
telepathically	13
tenner	15
tentacle	13
tenured	15
textures	16
thar	20
theorem	17
thinly	14
thrones	26
thunderous	14
tightens	13
tiptoeing	13
toasters	13
tonnage	13
torturer	13
torturous	13
tracheal	13
trackers	15
traipse	14
transcontinental	16
transsexual	27
treetops	14
trembles	14
tributary	16
triceps	13
trickling	15
trifled	13
trigonometry	15
trina	65
triumvirate	31
truancy	17
truss	17
trussed	14
tubed	13
tumbler	18
turncoat	13
turrets	22
tutored	17
twiddling	13
twixt	19
tyrannical	15
uc	13
udders	18
ump	18
unbearably	13
unconsciousness	13
undeniably	13
undercarriage	20
underlings	14
undersecretary	22
unearthly	15
uninsured	16
unknowns	13
unlocks	17
unquestioned	13
unraveling	13
unsung	13
unsupported	13
upgrading	14
upholding	13
uplift	13
urologist	17
uruguay	16
vaguest	14
valour	15
variance	19
veered	17
velour	22
ventricular	16
vestige	15
vestigial	14
vicarious	13
villainy	15
vinaigrette	14
visualizing	16
vivacious	13
vocational	15
waistcoat	18
wakened	13
wane	13
wankers	17
ware	112
watchtower	22
wavering	15
waylaid	13
wayside	13
welling	28
whacker	17
whinny	13
widened	14
wienie	21
windshields	16
wingding	14
wooed	16
woolf	32
worcester	26
wording	14
workday	13
workstation	17
wouldst	30
wunderbar	20
xi	112
yachting	17
yokel	16
yom	19
zenith	22
zonked	13
zowie	18
aardvark	21
aberdeen	17
abhor	12
absences	14
academia	12
accentuate	18
accrued	13
accuser	15
achiever	12
acknowledges	13
acrobatic	12
addendum	15
adulterer	20
adulterous	17
affluent	15
affords	14
afresh	13
aftershock	12
afterthought	13
agonized	12
airtime	13
ak	18
albanian	50
alcove	24
aldrin	19
algorithms	12
alkaline	16
alphabetized	14
altair	64
amazonian	16
ambidextrous	12
ambivalent	12
amniotic	14
amounted	12
anaesthesia	15
anchorman	18
angled	12
anointing	13
anomalous	17
antagonist	13
antarctic	31
anti	26
antifreeze	16
antithesis	16
antiwar	16
anywheres	12
appropriated	13
archaeologists	27
archduke	46
armenia	13
arouses	14
artemis	33
askew	14
aspirated	15
asserts	13
assessments	12
assists	16
astounded	12
attentively	15
authorise	15
automat	19
aweigh	14
awoken	12
azure	15
backfield	16
backyards	12
badmouth	12
bagpipe	15
baguette	14
ballerinas	23
ballots	15
bandanna	21
barbs	12
barium	23
basal	15
batches	14
bawled	12
baying	13
beaks	13
bebop	21
beget	16
behavioural	13
bello	21
benediction	13
benefactors	17
berk	23
bienvenue	17
bigamist	15
billet	17
biographies	13
birdsong	12
bitched	12
blarney	16
blaspheme	14
blastoff	32
blinker	12
blithely	13
blobs	15
bloodstain	12
bloodsucking	13
blotted	13
blowup	15
blunders	13
blurted	12
boasted	14
bogie	25
bom	74
bombardier	35
boneless	15
bonsai	50
boogaloo	23
bootleggers	16
bopping	12
bowden	56
boyer	19
boysenberry	22
brachial	15
breakthroughs	14
brill	51
brine	16
briny	30
britannica	12
bronchitis	18
brothels	14
bucked	16
buffaloes	13
bugles	17
bulldoze	14
bunyan	14
burroughs	33
businesslike	12
busses	12
butchery	13
bygone	13
cabdriver	14
cacciatore	12
cadre	12
calorie	12
calypso	17
cancerous	13
candlelit	12
cann	31
captor	15
caregiver	16
carjacking	15
caroling	15
carting	13
caspian	16
catchphrase	21
catharsis	17
cava	16
celebratory	14
cellmates	13
cg	14
chafe	13
chalkboard	12
charlatans	12
cheekbone	14
chicky	27
chieftain	15
childbearing	12
chit	14
chomp	13
chou	55
chromium	33
chronicles	13
churchgoer	13
cig	12
cinders	20
civvies	14
clank	16
claret	15
clued	12
cmdr	48
cockles	16
coiled	12
collard	17
colonialism	17
colorless	13
colossus	12
columnists	17
comings	13
commercially	12
communicates	13
competency	12
complementary	13
comps	16
comstock	23
conceiving	13
concentric	14
conch	20
concocting	12
concussions	13
condemns	12
condominiums	16
conductive	13
confessor	12
conquerors	20
constituency	22
constrained	12
contagion	21
contemplation	12
contesting	13
contraception	23
cooperates	15
cooter	49
corinne	53
corked	13
cornea	16
cornish	28
corpsmen	16
corpuscles	19
counteroffer	15
crafting	13
crasher	14
crawfish	13
creaky	12
crisps	13
cropped	13
crotchety	13
crouched	12
crowing	15
crunches	12
crux	15
cubicles	14
cuddled	12
cufflinks	18
culminating	12
cumbersome	15
curvature	12
curveball	17
cutdown	20
cutesy	14
cutlet	18
cybernetic	17
cynics	12
cystic	23
czechoslovakian	17
dabbled	12
damme	23
deadlier	13
deafness	14
dearer	13
deciphering	12
declines	13
decommissioned	15
decrypted	13
defection	19
defrauded	13
degenerative	12
degrades	12
dei	21
delicacies	13
deliriously	17
delousing	15
demolitions	18
deplore	12
deputize	18
dereliction	13
derivation	13
detours	12
dev	41
devilishly	12
dewitt	55
dewy	12
dialects	17
dicing	12
digitally	14
dimly	12
dimmer	17
dimwitted	12
directness	12
disagreeing	14
disapproves	13
disarms	12
disciplining	13
dishonoured	15
disillusion	12
disputed	12
disregarded	12
diss	22
divisional	16
dixieland	14
dobermans	16
dobson	31
dominicans	13
donates	13
downfield	20
downsized	14
dreck	13
dredging	15
druggie	18
druids	18
duc	20
duels	14
duffer	32
dullest	17
eagerness	13
earache	15
earmuffs	17
ebbets	19
ecchymosis	16
edict	16
effigy	14
effusion	16
eligibility	13
elocution	14
emanate	12
embers	14
eminently	12
emitting	13
encroaching	15
ensures	12
enthusiastically	12
enthusiasts	15
entitlement	12
entomology	12
entrepreneurs	13
entrez	15
equatorial	17
erratically	13
evidenced	13
exaggerates	12
exclusion	12
exertion	15
exhilaration	13
expansive	12
familia	17
fancier	12
faraday	65
fentanyl	25
fettuccine	14
fey	25
fibrous	13
filings	16
firelight	25
firewalls	12
flamenco	18
flitting	13
fluoroscope	13
foal	14
foamy	14
fogging	12
folies	16
follicle	12
footnotes	12
footstep	13
foreclosed	13
forefinger	14
fortuneteller	13
fouling	13
fraser	76
fraternal	17
freezers	16
frisked	16
frolicking	12
frothing	13
furies	17
galilee	21
ganja	14
gantry	15
garnet	50
gatekeeper	35
genoa	43
georgian	13
gerbils	15
gestation	14
ghana	17
glam	17
glandular	13
gloriously	13
gluttony	18
goddard	65
goop	35
gored	17
gossamer	25
gouged	15
grata	12
grates	14
gravedigger	15
gremlins	26
gripes	13
groaned	12
growers	12
guano	20
guardrail	14
guatemalan	14
guideline	14
gunboat	32
gusting	16
gutting	15
haemorrhage	14
hairdressers	13
hallucinogen	12
handheld	20
handshakes	13
hardening	13
hardness	13
harpoons	14
harps	12
hashish	23
haters	27
haves	15
headdress	15
headwaiter	15
hearties	14
heckler	15
hellman	42
hellos	13
henchman	17
heretofore	12
hermetically	13
het	17
hindi	16
hobble	18
hobbling	12
honeymooning	12
humanely	15
humbling	13
hyacinth	21
hyperspace	28
ia	21
icebergs	19
iceland	45
icicle	15
idiosyncrasies	12
immerse	14
immigrated	15
imp	14
impasse	14
impatiently	12
impeding	12
imperious	15
impersonations	12
implemented	14
incalculable	12
incidentals	14
incised	14
inconveniences	15
incorporation	13
increments	12
indemnity	14
independents	17
indignities	12
individualism	13
indubitably	14
inducement	13
infarction	14
infertility	20
infighting	12
infinitesimal	14
inflame	13
infliction	14
ingesting	14
inlay	13
inoculation	17
insensitivity	14
insofar	13
insulate	14
intellects	13
intensifies	13
interchange	15
interiors	14
interpretations	12
intravenously	12
jarhead	23
jehoshaphat	13
jetty	13
jeweled	15
jiving	12
jocko	23
jogger	24
jointly	12
jordans	24
jotted	15
joules	14
joyriding	12
juggernaut	15
julep	18
juniper	24
junket	43
kale	28
kaleidoscope	15
kidded	13
kitsch	18
knockoffs	13
koran	17
lampshade	14
larks	14
laryngoscope	13
lasagne	20
lateness	12
lats	47
lawmakers	16
leashes	15
leastways	13
legislators	12
leicester	19
lemmings	12
lengthen	12
liaisons	12
lifeblood	13
linguine	13
livable	14
lob	14
logos	17
loin	18
loiter	13
lonelier	14
lopped	12
lugs	13
lymph	14
machiavellian	12
madras	12
magics	15
magma	18
magnanimous	13
magnesia	13
magpie	24
majorly	13
malay	17
malaysian	29
maliciously	12
mallard	19
manchu	14
